read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r0_hap2_chr1_hap2:20491-24536	2	20491	4045	4034	13	10	21	chr1_hap2
r1_hap2_chr1_hap2:9601-14742	2	9601	5141	5138	32	13	16	chr1_hap2
r2_hap2_chr1_hap2:10890-15983	2	10890	5093	5089	16	12	16	chr1_hap2
r3_hap2_chr1_hap2:61425-63578	2	61425	2153	2149	5	3	7	chr1_hap2
r4_hap1_chr1_hap1:40219-46088	1	40219	5869	5863	22	9	15	chr1_hap1
r5_hap2_chr1_hap2:58273-63713	2	58273	5440	5438	14	14	16	chr1_hap2
r6_hap2_chr1_hap2:58304-61356	2	58304	3052	3051	19	12	13	chr1_hap2
r7_hap2_chr1_hap2:74982-78055	2	74982	3073	3074	15	10	9	chr1_hap2
r8_hap1_chr1_hap1:75775-79120	1	75775	3345	3340	16	10	15	chr1_hap1
r9_hap1_chr1_hap1:73388-78205	1	73388	4817	4821	25	17	13	chr1_hap1
r10_hap1_chr1_hap1:45530-51244	1	45530	5714	5713	22	25	26	chr1_hap1
r11_hap2_chr1_hap2:36150-41696	2	36150	5546	5543	17	13	16	chr1_hap2
r12_hap2_chr1_hap2:17959-22835	2	17959	4876	4888	19	22	10	chr1_hap2
r13_hap1_chr1_hap1:52699-57320	1	52699	4621	4619	16	11	13	chr1_hap1
r14_hap1_chr1_hap1:32804-38582	1	32804	5778	5779	30	21	20	chr1_hap1
r15_hap1_chr1_hap1:7181-10551	1	7181	3370	3368	18	16	18	chr1_hap1
r16_hap2_chr1_hap2:11602-14739	2	11602	3137	3139	10	11	9	chr1_hap2
r17_hap2_chr1_hap2:68523-72145	2	68523	3622	3625	17	12	9	chr1_hap2
r18_hap1_chr1_hap1:7480-12766	1	7480	5286	5285	27	12	13	chr1_hap1
r19_hap2_chr1_hap2:32608-35134	2	32608	2526	2517	10	6	15	chr1_hap2
r20_hap1_chr1_hap1:57715-61535	1	57715	3820	3824	14	16	12	chr1_hap1
r21_hap1_chr1_hap1:56915-60884	1	56915	3969	3970	13	9	8	chr1_hap1
r22_hap1_chr1_hap1:43494-45555	1	43494	2061	2063	14	5	3	chr1_hap1
r23_hap1_chr1_hap1:68857-72873	1	68857	4016	4017	16	9	8	chr1_hap1
r24_hap2_chr1_hap2:69620-73188	2	69620	3568	3557	15	6	17	chr1_hap2
r25_hap2_chr1_hap2:41686-45758	2	41686	4072	4071	23	9	10	chr1_hap2
r26_hap2_chr1_hap2:66328-71922	2	66328	5594	5595	24	21	20	chr1_hap2
r27_hap2_chr1_hap2:42329-46631	2	42329	4302	4302	20	9	9	chr1_hap2
r28_hap2_chr1_hap2:30763-35576	2	30763	4813	4804	21	8	17	chr1_hap2
r29_hap2_chr1_hap2:9882-15335	2	9882	5453	5452	27	17	18	chr1_hap2
r30_hap1_chr1_hap1:27506-32169	1	27506	4663	4668	15	19	14	chr1_hap1
r31_hap1_chr1_hap1:63936-67308	1	63936	3372	3369	14	6	9	chr1_hap1
r32_hap1_chr1_hap1:7326-10519	1	7326	3193	3196	14	13	10	chr1_hap1
r33_hap2_chr1_hap2:19027-24192	2	19027	5165	5154	18	17	28	chr1_hap2
r34_hap2_chr1_hap2:14427-18802	2	14427	4375	4378	15	10	7	chr1_hap2
r35_hap1_chr1_hap1:25799-28537	1	25799	2738	2737	15	8	9	chr1_hap1
r36_hap2_chr1_hap2:737-5409	2	737	4672	4668	20	12	16	chr1_hap2
r37_hap2_chr1_hap2:14136-19364	2	14136	5228	5216	26	11	23	chr1_hap2
r38_hap1_chr1_hap1:2366-6999	1	2366	4633	4637	17	19	15	chr1_hap1
r39_hap1_chr1_hap1:45035-50609	1	45035	5574	5575	22	21	20	chr1_hap1
r40_hap1_chr1_hap1:65140-69761	1	65140	4621	4623	19	14	12	chr1_hap1
r41_hap2_chr1_hap2:43237-46827	2	43237	3590	3579	11	8	19	chr1_hap2
r42_hap1_chr1_hap1:17108-19975	1	17108	2867	2867	13	6	6	chr1_hap1
r43_hap1_chr1_hap1:43548-48796	1	43548	5248	5245	16	13	16	chr1_hap1
r44_hap1_chr1_hap1:15776-21544	1	15776	5768	5768	23	14	14	chr1_hap1
r45_hap2_chr1_hap2:897-3860	2	897	2963	2960	17	5	8	chr1_hap2
r46_hap1_chr1_hap1:31263-34362	1	31263	3099	3107	9	10	2	chr1_hap1
r47_hap2_chr1_hap2:30007-33322	2	30007	3315	3317	5	11	9	chr1_hap2
r48_hap1_chr1_hap1:64185-66957	1	64185	2772	2770	14	10	12	chr1_hap1
r49_hap1_chr1_hap1:29069-32084	1	29069	3015	3011	11	5	9	chr1_hap1
r50_hap1_chr1_hap1:4719-9070	1	4719	4351	4356	14	16	11	chr1_hap1
r51_hap2_chr1_hap2:76404-79693	2	76404	3289	3292	7	12	9	chr1_hap2
r52_hap2_chr1_hap2:36201-40457	2	36201	4256	4243	15	8	21	chr1_hap2
r53_hap1_chr1_hap1:8727-10852	1	8727	2125	2123	5	5	7	chr1_hap1
r54_hap2_chr1_hap2:10590-14613	2	10590	4023	4028	13	14	9	chr1_hap2
r55_hap2_chr1_hap2:52724-56363	2	52724	3639	3649	14	18	8	chr1_hap2
r56_hap2_chr1_hap2:10219-15014	2	10219	4795	4793	16	11	13	chr1_hap2
