read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r0_hap2_chr1_hap1:29269-35010	2	29269	5741	5729	23	14	26	chr1_hap1
r1_hap1_chr1_hap1:28846-33186	1	28846	4340	4342	21	12	10	chr1_hap1
r2_hap2_chr1_hap1:59158-62968	2	59158	3810	3810	11	9	9	chr1_hap1
r3_hap1_chr1_hap1:73710-76453	1	73710	2743	2740	8	4	7	chr1_hap1
r4_hap1_chr1_hap1:31028-37002	1	31028	5974	5971	20	13	16	chr1_hap1
r5_hap1_chr1_hap1:7226-9897	1	7226	2671	2671	6	8	8	chr1_hap1
r6_hap1_chr1_hap1:29967-35136	1	29967	5169	5166	24	17	20	chr1_hap1
r7_hap2_chr1_hap1:8841-12393	2	8841	3552	3554	18	13	11	chr1_hap1
r8_hap2_chr1_hap1:31003-34346	2	31003	3343	3336	14	8	15	chr1_hap1
r9_hap2_chr1_hap1:53068-56000	2	53068	2932	2935	19	13	10	chr1_hap1
r10_hap2_chr1_hap1:32341-37148	2	32341	4807	4812	16	22	17	chr1_hap1
r11_hap2_chr1_hap1:25644-31612	2	25644	5968	5964	22	17	21	chr1_hap1
r12_hap1_chr1_hap1:73678-76151	1	73678	2473	2468	8	6	11	chr1_hap1
r13_hap2_chr1_hap1:34117-37670	2	34117	3553	3563	12	16	6	chr1_hap1
r14_hap1_chr1_hap1:59848-63371	1	59848	3523	3527	12	10	6	chr1_hap1
r15_hap1_chr1_hap1:52106-54664	1	52106	2558	2556	10	6	8	chr1_hap1
r16_hap2_chr1_hap1:33347-39301	2	33347	5954	5951	28	23	26	chr1_hap1
r17_hap1_chr1_hap1:31368-36095	1	31368	4727	4726	23	20	21	chr1_hap1
r18_hap1_chr1_hap1:26409-32391	1	26409	5982	5982	24	15	15	chr1_hap1
r19_hap2_chr1_hap1:27633-30324	2	27633	2691	2690	10	7	8	chr1_hap1
r20_hap1_chr1_hap1:31428-34696	1	31428	3268	3261	20	7	14	chr1_hap1
r21_hap1_chr1_hap1:51692-57138	1	51692	5446	5448	18	20	18	chr1_hap1
r22_hap2_chr1_hap1:30001-34185	2	30001	4184	4187	15	11	8	chr1_hap1
r23_hap2_chr1_hap1:17974-20170	2	17974	2196	2201	13	7	2	chr1_hap1
r24_hap1_chr1_hap1:68681-71221	1	68681	2540	2538	13	5	7	chr1_hap1
r25_hap2_chr1_hap1:30540-34143	2	30540	3603	3605	15	16	14	chr1_hap1
r26_hap1_chr1_hap1:32131-35070	1	32131	2939	2936	14	4	7	chr1_hap1
r27_hap1_chr1_hap1:29559-35410	1	29559	5851	5856	26	24	19	chr1_hap1
r28_hap2_chr1_hap1:31987-36950	2	31987	4963	4963	23	13	13	chr1_hap1
r29_hap1_chr1_hap1:16475-21090	1	16475	4615	4605	18	6	16	chr1_hap1
r30_hap2_chr1_hap1:27536-32171	2	27536	4635	4634	25	15	16	chr1_hap1
r31_hap2_chr1_hap1:32376-36297	2	32376	3921	3928	13	15	8	chr1_hap1
r32_hap1_chr1_hap1:60589-63866	1	60589	3277	3278	13	10	9	chr1_hap1
r33_hap1_chr1_hap1:35208-39443	1	35208	4235	4240	20	16	11	chr1_hap1
r34_hap2_chr1_hap1:25550-31081	2	25550	5531	5521	20	16	26	chr1_hap1
r35_hap1_chr1_hap1:15277-19343	1	15277	4066	4061	10	10	15	chr1_hap1
r36_hap2_chr1_hap1:33529-35606	2	33529	2077	2081	13	8	4	chr1_hap1
r37_hap1_chr1_hap1:52871-56318	1	52871	3447	3449	19	11	9	chr1_hap1
r38_hap2_chr1_hap1:10877-12938	2	10877	2061	2059	9	3	5	chr1_hap1
r39_hap2_chr1_hap1:31442-36509	2	31442	5067	5055	28	9	21	chr1_hap1
r40_hap2_chr1_hap1:31638-35095	2	31638	3457	3461	15	15	11	chr1_hap1
r41_hap2_chr1_hap1:15592-18461	2	15592	2869	2867	10	10	12	chr1_hap1
r42_hap2_chr1_hap1:26219-30741	2	26219	4522	4527	20	19	14	chr1_hap1
r43_hap1_chr1_hap1:51699-56465	1	51699	4766	4765	17	13	14	chr1_hap1
r44_hap1_chr1_hap1:27912-31610	1	27912	3698	3691	12	9	16	chr1_hap1
r45_hap1_chr1_hap1:27701-29800	1	27701	2099	2101	5	7	5	chr1_hap1
r46_hap1_chr1_hap1:27951-33595	1	27951	5644	5642	22	14	16	chr1_hap1
r47_hap1_chr1_hap1:28081-32114	1	28081	4033	4033	11	9	9	chr1_hap1
r48_hap1_chr1_hap1:31785-36992	1	31785	5207	5204	29	11	14	chr1_hap1
r49_hap2_chr1_hap1:15080-18179	2	15080	3099	3104	9	9	4	chr1_hap1
r50_hap2_chr1_hap1:58995-63418	2	58995	4423	4425	10	16	14	chr1_hap1
r51_hap2_chr1_hap1:9314-12066	2	9314	2752	2750	16	9	11	chr1_hap1
r52_hap2_chr1_hap1:32776-37397	2	32776	4621	4617	18	9	13	chr1_hap1
r53_hap1_chr1_hap1:53568-56586	1	53568	3018	3029	4	17	6	chr1_hap1
r54_hap1_chr1_hap1:29457-33365	1	29457	3908	3898	9	8	18	chr1_hap1
r55_hap1_chr1_hap1:68294-71201	1	68294	2907	2907	11	9	9	chr1_hap1
r56_hap1_chr1_hap1:29329-33985	1	29329	4656	4656	13	13	13	chr1_hap1
r57_hap2_chr1_hap1:51777-56444	2	51777	4667	4675	17	18	10	chr1_hap1
r58_hap1_chr1_hap1:16185-20980	1	16185	4795	4792	14	10	13	chr1_hap1
r59_hap2_chr1_hap1:32136-37574	2	32136	5438	5449	25	21	10	chr1_hap1
r60_hap2_chr1_hap1:34623-39264	2	34623	4641	4632	21	12	21	chr1_hap1
r61_hap1_chr1_hap1:28074-30226	1	28074	2152	2155	14	6	3	chr1_hap1
r62_hap1_chr1_hap1:33524-39299	1	33524	5775	5776	22	21	20	chr1_hap1
r63_hap2_chr1_hap1:10565-13551	2	10565	2986	2992	13	11	5	chr1_hap1
r64_hap1_chr1_hap1:60024-62862	1	60024	2838	2842	10	11	7	chr1_hap1
r65_hap2_chr1_hap1:32037-35273	2	32037	3236	3238	13	7	5	chr1_hap1
r66_hap1_chr1_hap1:16908-20102	1	16908	3194	3192	13	7	9	chr1_hap1
r67_hap1_chr1_hap1:30305-32439	1	30305	2134	2134	7	6	6	chr1_hap1
r68_hap1_chr1_hap1:28676-33035	1	28676	4359	4348	14	9	20	chr1_hap1
r69_hap1_chr1_hap1:53353-56921	1	53353	3568	3573	15	11	6	chr1_hap1
r70_hap1_chr1_hap1:33686-36340	1	33686	2654	2655	11	11	10	chr1_hap1
r71_hap1_chr1_hap1:27032-29661	1	27032	2629	2633	10	13	9	chr1_hap1
r72_hap2_chr1_hap1:16557-21116	2	16557	4559	4565	20	15	9	chr1_hap1
r73_hap2_chr1_hap1:8351-12343	2	8351	3992	3994	13	13	11	chr1_hap1
r74_hap1_chr1_hap1:51774-54858	1	51774	3084	3084	16	10	10	chr1_hap1
r75_hap2_chr1_hap1:60284-63227	2	60284	2943	2942	13	9	10	chr1_hap1
r76_hap2_chr1_hap1:15053-18684	2	15053	3631	3622	13	6	15	chr1_hap1
r77_hap1_chr1_hap1:7763-11544	1	7763	3781	3775	15	5	11	chr1_hap1
r78_hap2_chr1_hap1:73131-76345	2	73131	3214	3217	18	10	7	chr1_hap1
r79_hap1_chr1_hap1:10736-13635	1	10736	2899	2897	11	6	8	chr1_hap1
r80_hap1_chr1_hap1:28681-33085	1	28681	4404	4413	9	16	7	chr1_hap1
r81_hap2_chr1_hap1:29776-34310	2	29776	4534	4530	14	14	18	chr1_hap1
r82_hap1_chr1_hap1:31116-35176	1	31116	4060	4065	13	13	8	chr1_hap1
r83_hap1_chr1_hap1:31938-37508	1	31938	5570	5566	22	12	16	chr1_hap1
r84_hap1_chr1_hap1:30123-33968	1	30123	3845	3855	15	17	7	chr1_hap1
r85_hap2_chr1_hap1:29670-32037	2	29670	2367	2368	10	6	5	chr1_hap1
r86_hap2_chr1_hap1:8488-11225	2	8488	2737	2735	10	7	9	chr1_hap1
r87_hap2_chr1_hap1:32762-38378	2	32762	5616	5613	24	15	18	chr1_hap1
r88_hap2_chr1_hap1:26330-31752	2	26330	5422	5426	27	17	13	chr1_hap1
r89_hap2_chr1_hap1:34042-38341	2	34042	4299	4294	20	6	11	chr1_hap1
r90_hap1_chr1_hap1:9281-11991	1	9281	2710	2707	9	6	9	chr1_hap1
r91_hap2_chr1_hap1:34604-39928	2	34604	5324	5323	30	10	11	chr1_hap1
r92_hap2_chr1_hap1:73280-75827	2	73280	2547	2549	8	6	4	chr1_hap1
r93_hap2_chr1_hap1:34677-39836	2	34677	5159	5161	14	18	16	chr1_hap1
r94_hap1_chr1_hap1:27763-32177	1	27763	4414	4414	23	11	11	chr1_hap1
r95_hap1_chr1_hap1:53525-56975	1	53525	3450	3443	18	7	14	chr1_hap1
r96_hap1_chr1_hap1:8688-12934	1	8688	4246	4252	15	18	12	chr1_hap1
r97_hap1_chr1_hap1:30586-36461	1	30586	5875	5887	27	27	15	chr1_hap1
r98_hap1_chr1_hap1:30710-32954	1	30710	2244	2245	9	7	6	chr1_hap1
r99_hap2_chr1_hap1:30248-35618	2	30248	5370	5372	21	16	14	chr1_hap1
r100_hap1_chr1_hap1:27888-33239	1	27888	5351	5350	18	17	18	chr1_hap1
r101_hap1_chr1_hap1:15140-19795	1	15140	4655	4650	17	13	18	chr1_hap1
