read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r0_hap2_chr1_hap1:25683-27793	2	25683	2110	2110	9	4	4	chr1_hap1
r1_hap1_chr1_hap1:45222-49150	1	45222	3928	3930	14	11	9	chr1_hap1
r2_hap2_chr1_hap1:26897-31232	2	26897	4335	4331	18	12	16	chr1_hap1
r3_hap1_chr1_hap1:52511-56576	1	52511	4065	4063	21	12	14	chr1_hap1
r4_hap2_chr1_hap1:25919-31600	2	25919	5681	5676	21	13	18	chr1_hap1
r5_hap1_chr1_hap1:13552-17631	1	13552	4079	4080	21	16	15	chr1_hap1
r6_hap2_chr1_hap1:71229-74909	2	71229	3680	3684	16	12	8	chr1_hap1
r7_hap2_chr1_hap1:54995-59233	2	54995	4238	4246	16	18	10	chr1_hap1
r8_hap2_chr1_hap1:54562-58559	2	54562	3997	3993	15	9	13	chr1_hap1
r9_hap2_chr1_hap1:14067-18340	2	14067	4273	4268	16	12	17	chr1_hap1
r10_hap1_chr1_hap1:26267-31905	1	26267	5638	5642	25	18	14	chr1_hap1
r11_hap1_chr1_hap1:46080-50176	1	46080	4096	4095	18	10	11	chr1_hap1
r12_hap2_chr1_hap1:13749-19412	2	13749	5663	5656	19	14	21	chr1_hap1
r13_hap1_chr1_hap1:14801-19304	1	14801	4503	4515	19	17	5	chr1_hap1
r14_hap1_chr1_hap1:52460-55943	1	52460	3483	3481	11	8	10	chr1_hap1
r15_hap1_chr1_hap1:44736-49846	1	44736	5110	5106	16	8	12	chr1_hap1
r16_hap1_chr1_hap1:26362-31448	1	26362	5086	5086	30	12	12	chr1_hap1
r17_hap2_chr1_hap1:52260-55795	2	52260	3535	3538	10	9	6	chr1_hap1
r18_hap1_chr1_hap1:69769-73411	1	69769	3642	3641	11	9	10	chr1_hap1
r19_hap2_chr1_hap1:54374-57263	2	54374	2889	2903	16	22	8	chr1_hap1
r20_hap2_chr1_hap1:70207-74415	2	70207	4208	4206	14	11	13	chr1_hap1
r21_hap2_chr1_hap1:13139-18126	2	13139	4987	4989	25	12	10	chr1_hap1
r22_hap1_chr1_hap1:27168-30863	1	27168	3695	3699	19	10	6	chr1_hap1
r23_hap2_chr1_hap1:13335-18838	2	13335	5503	5507	24	21	17	chr1_hap1
r24_hap2_chr1_hap1:52308-56485	2	52308	4177	4171	13	15	21	chr1_hap1
r25_hap2_chr1_hap1:12830-17126	2	12830	4296	4294	28	11	13	chr1_hap1
r26_hap1_chr1_hap1:53706-58730	1	53706	5024	5016	16	13	21	chr1_hap1
r27_hap1_chr1_hap1:44786-49288	1	44786	4502	4504	21	15	13	chr1_hap1
r28_hap1_chr1_hap1:29468-31897	1	29468	2429	2429	7	7	7	chr1_hap1
r29_hap1_chr1_hap1:25678-31664	1	25678	5986	5991	29	25	20	chr1_hap1
r30_hap1_chr1_hap1:13564-17248	1	13564	3684	3685	13	12	11	chr1_hap1
r31_hap2_chr1_hap1:28393-30572	2	28393	2179	2173	8	3	9	chr1_hap1
r32_hap2_chr1_hap1:12425-16668	2	12425	4243	4239	12	14	18	chr1_hap1
r33_hap1_chr1_hap1:29012-31736	1	29012	2724	2722	8	8	10	chr1_hap1
r34_hap1_chr1_hap1:14702-19426	1	14702	4724	4720	13	11	15	chr1_hap1
r35_hap1_chr1_hap1:55993-58931	1	55993	2938	2938	12	15	15	chr1_hap1
r36_hap1_chr1_hap1:54399-58861	1	54399	4462	4471	23	19	10	chr1_hap1
r37_hap2_chr1_hap1:14037-19209	2	14037	5172	5168	18	12	16	chr1_hap1
r38_hap1_chr1_hap1:15354-18271	1	15354	2917	2916	7	10	11	chr1_hap1
r39_hap2_chr1_hap1:27531-29795	2	27531	2264	2268	11	14	10	chr1_hap1
r40_hap2_chr1_hap1:44778-49485	2	44778	4707	4705	20	9	11	chr1_hap1
r41_hap2_chr1_hap1:27924-30659	2	27924	2735	2732	16	4	7	chr1_hap1
r42_hap2_chr1_hap1:15205-17861	2	15205	2656	2650	14	6	12	chr1_hap1
r43_hap2_chr1_hap1:53919-57244	2	53919	3325	3320	12	10	15	chr1_hap1
r44_hap2_chr1_hap1:70035-72253	2	70035	2218	2221	5	8	5	chr1_hap1
r45_hap1_chr1_hap1:26031-29580	1	26031	3549	3548	11	10	11	chr1_hap1
r46_hap2_chr1_hap1:14027-19268	2	14027	5241	5246	12	24	19	chr1_hap1
r47_hap2_chr1_hap1:52314-57442	2	52314	5128	5127	16	15	16	chr1_hap1
r48_hap1_chr1_hap1:26907-30520	1	26907	3613	3610	16	8	11	chr1_hap1
r49_hap1_chr1_hap1:26563-30724	1	26563	4161	4156	23	12	17	chr1_hap1
r50_hap1_chr1_hap1:15865-19158	1	15865	3293	3293	9	11	11	chr1_hap1
r51_hap2_chr1_hap1:13188-18836	2	13188	5648	5647	36	8	9	chr1_hap1
r52_hap1_chr1_hap1:56746-59656	1	56746	2910	2913	12	11	8	chr1_hap1
r53_hap1_chr1_hap1:70179-72817	1	70179	2638	2648	8	17	7	chr1_hap1
r54_hap2_chr1_hap1:116-2481	2	116	2365	2374	7	13	4	chr1_hap1
r55_hap2_chr1_hap1:61975-64530	2	61975	2555	2551	13	9	13	chr1_hap1
r56_hap2_chr1_hap1:53508-59325	2	53508	5817	5812	22	16	21	chr1_hap1
r57_hap2_chr1_hap1:53652-59200	2	53652	5548	5547	24	14	15	chr1_hap1
r58_hap2_chr1_hap1:70820-74717	2	70820	3897	3888	11	8	17	chr1_hap1
r59_hap1_chr1_hap1:53476-59099	1	53476	5623	5624	14	17	16	chr1_hap1
r60_hap1_chr1_hap1:53791-59058	1	53791	5267	5259	20	9	17	chr1_hap1
r61_hap1_chr1_hap1:54098-58614	1	54098	4516	4520	16	18	14	chr1_hap1
r62_hap2_chr1_hap1:25818-31431	2	25818	5613	5611	21	17	19	chr1_hap1
r63_hap2_chr1_hap1:15224-17713	2	15224	2489	2483	12	4	10	chr1_hap1
r64_hap2_chr1_hap1:14187-19582	2	14187	5395	5391	25	14	18	chr1_hap1
r65_hap1_chr1_hap1:54956-59432	1	54956	4476	4472	30	12	16	chr1_hap1
r66_hap2_chr1_hap1:61377-64660	2	61377	3283	3286	10	13	10	chr1_hap1
r67_hap2_chr1_hap1:13317-17425	2	13317	4108	4098	18	10	20	chr1_hap1
r68_hap1_chr1_hap1:54502-57990	1	54502	3488	3488	8	13	13	chr1_hap1
r69_hap2_chr1_hap1:52454-56970	2	52454	4516	4520	12	15	11	chr1_hap1
r70_hap2_chr1_hap1:12765-18736	2	12765	5971	5984	22	28	15	chr1_hap1
r71_hap2_chr1_hap1:52970-58951	2	52970	5981	5975	23	19	25	chr1_hap1
r72_hap1_chr1_hap1:15830-18977	1	15830	3147	3158	16	17	6	chr1_hap1
r73_hap2_chr1_hap1:3979-6597	2	3979	2618	2618	18	7	7	chr1_hap1
r74_hap2_chr1_hap1:54266-57824	2	54266	3558	3563	18	14	9	chr1_hap1
r75_hap1_chr1_hap1:70689-74536	1	70689	3847	3853	18	11	5	chr1_hap1
r76_hap1_chr1_hap1:53108-57768	1	53108	4660	4668	14	19	11	chr1_hap1
r77_hap2_chr1_hap1:44953-48510	2	44953	3557	3555	7	11	13	chr1_hap1
r78_hap1_chr1_hap1:52982-58756	1	52982	5774	5780	23	22	16	chr1_hap1
r79_hap1_chr1_hap1:44433-48458	1	44433	4025	4023	20	11	13	chr1_hap1
r80_hap1_chr1_hap1:53975-59466	1	53975	5491	5486	23	15	20	chr1_hap1
r81_hap2_chr1_hap1:44700-49507	2	44700	4807	4805	14	12	14	chr1_hap1
r82_hap2_chr1_hap1:27098-31964	2	27098	4866	4862	19	12	16	chr1_hap1
r83_hap1_chr1_hap1:54882-57907	1	54882	3025	3029	11	10	6	chr1_hap1
r84_hap1_chr1_hap1:12999-17177	1	12999	4178	4178	22	15	15	chr1_hap1
r85_hap2_chr1_hap1:44835-50539	2	44835	5704	5701	16	21	24	chr1_hap1
r86_hap1_chr1_hap1:69690-74875	1	69690	5185	5182	23	16	19	chr1_hap1
r87_hap2_chr1_hap1:62109-64504	2	62109	2395	2405	9	15	5	chr1_hap1
r88_hap1_chr1_hap1:70162-74859	1	70162	4697	4696	24	17	18	chr1_hap1
r89_hap1_chr1_hap1:26118-30974	1	26118	4856	4855	24	14	15	chr1_hap1
