read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r0_hap2_chr1_hap1:11539-14639	2	11539	3100	3098	11	11	13	chr1_hap1
r1_hap2_chr1_hap1:71435-74847	2	71435	3412	3412	17	10	10	chr1_hap1
r2_hap1_chr1_hap1:49251-54299	1	49251	5048	5040	17	13	21	chr1_hap1
r3_hap2_chr1_hap1:40436-43256	2	40436	2820	2819	8	8	9	chr1_hap1
r4_hap1_chr1_hap1:9997-13935	1	9997	3938	3939	9	9	8	chr1_hap1
r5_hap2_chr1_hap1:16898-20413	2	16898	3515	3511	14	10	14	chr1_hap1
r6_hap2_chr1_hap1:54264-56708	2	54264	2444	2443	10	7	8	chr1_hap1
r7_hap1_chr1_hap1:49499-55486	1	49499	5987	5978	29	13	22	chr1_hap1
r8_hap2_chr1_hap1:72592-78368	2	72592	5776	5774	21	15	17	chr1_hap1
r9_hap2_chr1_hap1:49357-53379	2	49357	4022	4024	17	14	12	chr1_hap1
r10_hap2_chr1_hap1:40224-43044	2	40224	2820	2821	11	9	8	chr1_hap1
r11_hap1_chr1_hap1:72360-77313	1	72360	4953	4962	27	20	11	chr1_hap1
r12_hap2_chr1_hap1:11590-14719	2	11590	3129	3128	18	11	12	chr1_hap1
r13_hap2_chr1_hap1:71025-74625	2	71025	3600	3600	11	16	16	chr1_hap1
r14_hap1_chr1_hap1:52829-56258	1	52829	3429	3432	13	11	8	chr1_hap1
r15_hap2_chr1_hap1:314-3337	2	314	3023	3032	17	15	6	chr1_hap1
r16_hap2_chr1_hap1:51640-56941	2	51640	5301	5289	19	10	22	chr1_hap1
r17_hap1_chr1_hap1:51247-55267	1	51247	4020	4015	14	11	16	chr1_hap1
r18_hap2_chr1_hap1:40307-43241	2	40307	2934	2927	9	5	12	chr1_hap1
r19_hap2_chr1_hap1:73126-76957	2	73126	3831	3838	14	11	4	chr1_hap1
r20_hap1_chr1_hap1:50201-53992	1	50201	3791	3786	11	5	10	chr1_hap1
r21_hap1_chr1_hap1:51019-54906	1	51019	3887	3889	15	15	13	chr1_hap1
r22_hap1_chr1_hap1:29588-32087	1	29588	2499	2497	9	7	9	chr1_hap1
r23_hap2_chr1_hap1:37094-39560	2	37094	2466	2477	12	15	4	chr1_hap1
r24_hap1_chr1_hap1:15926-19041	1	15926	3115	3113	11	5	7	chr1_hap1
r25_hap1_chr1_hap1:59570-62876	1	59570	3306	3303	11	9	12	chr1_hap1
r26_hap2_chr1_hap1:49827-55333	2	49827	5506	5512	26	21	15	chr1_hap1
r27_hap2_chr1_hap1:49202-54029	2	49202	4827	4829	14	15	13	chr1_hap1
r28_hap1_chr1_hap1:58939-61223	1	58939	2284	2286	9	6	4	chr1_hap1
r29_hap1_chr1_hap1:38326-40597	1	38326	2271	2270	13	8	9	chr1_hap1
r30_hap2_chr1_hap1:49410-54631	2	49410	5221	5212	16	15	24	chr1_hap1
r31_hap1_chr1_hap1:16207-20104	1	16207	3897	3903	11	15	9	chr1_hap1
r32_hap2_chr1_hap1:58671-62593	2	58671	3922	3913	12	8	17	chr1_hap1
r33_hap1_chr1_hap1:37585-43110	1	37585	5525	5529	30	20	16	chr1_hap1
r34_hap2_chr1_hap1:50585-56314	2	50585	5729	5729	22	23	23	chr1_hap1
r35_hap1_chr1_hap1:37134-42537	1	37134	5403	5411	17	23	15	chr1_hap1
r36_hap2_chr1_hap1:59147-64119	2	59147	4972	4969	17	13	16	chr1_hap1
r37_hap1_chr1_hap1:51794-56705	1	51794	4911	4909	18	11	13	chr1_hap1
r38_hap2_chr1_hap1:71761-75865	2	71761	4104	4105	17	11	10	chr1_hap1
r39_hap1_chr1_hap1:29398-32063	1	29398	2665	2663	9	4	6	chr1_hap1
r40_hap1_chr1_hap1:846-3830	1	846	2984	2977	6	1	8	chr1_hap1
r41_hap2_chr1_hap1:53953-56282	2	53953	2329	2333	11	8	4	chr1_hap1
r42_hap1_chr1_hap1:51509-55504	1	51509	3995	3998	17	12	9	chr1_hap1
r43_hap2_chr1_hap1:59119-63750	2	59119	4631	4633	17	11	9	chr1_hap1
r44_hap1_chr1_hap1:1816-3930	1	1816	2114	2116	5	6	4	chr1_hap1
r45_hap2_chr1_hap1:49895-54169	2	49895	4274	4276	16	15	13	chr1_hap1
r46_hap1_chr1_hap1:27595-32145	1	27595	4550	4554	13	14	10	chr1_hap1
r47_hap1_chr1_hap1:16131-18856	1	16131	2725	2719	11	8	14	chr1_hap1
r48_hap2_chr1_hap1:27510-30667	2	27510	3157	3152	12	9	14	chr1_hap1
r49_hap1_chr1_hap1:51650-54986	1	51650	3336	3337	14	7	6	chr1_hap1
r50_hap2_chr1_hap1:39265-43904	2	39265	4639	4638	17	9	10	chr1_hap1
r51_hap1_chr1_hap1:58583-61628	1	58583	3045	3048	11	9	6	chr1_hap1
r52_hap1_chr1_hap1:28169-32254	1	28169	4085	4083	12	14	16	chr1_hap1
r53_hap1_chr1_hap1:50720-56379	1	50720	5659	5650	21	17	26	chr1_hap1
r54_hap1_chr1_hap1:50417-55923	1	50417	5506	5501	23	9	14	chr1_hap1
r55_hap2_chr1_hap1:51114-57016	2	51114	5902	5901	23	16	17	chr1_hap1
r56_hap2_chr1_hap1:49494-53831	2	49494	4337	4343	17	14	8	chr1_hap1
r57_hap2_chr1_hap1:73327-76221	2	73327	2894	2897	11	11	8	chr1_hap1
r58_hap2_chr1_hap1:10427-12988	2	10427	2561	2562	13	9	8	chr1_hap1
r59_hap1_chr1_hap1:52437-56474	1	52437	4037	4034	11	7	10	chr1_hap1
r60_hap2_chr1_hap1:73929-76418	2	73929	2489	2494	9	11	6	chr1_hap1
r61_hap2_chr1_hap1:71576-77356	2	71576	5780	5780	27	20	20	chr1_hap1
r62_hap2_chr1_hap1:74952-77284	2	74952	2332	2334	17	10	8	chr1_hap1
r63_hap1_chr1_hap1:72987-77838	1	72987	4851	4850	23	11	12	chr1_hap1
r64_hap1_chr1_hap1:39643-43191	1	39643	3548	3552	14	13	9	chr1_hap1
r65_hap2_chr1_hap1:52229-57512	2	52229	5283	5293	23	20	10	chr1_hap1
r66_hap2_chr1_hap1:74407-77697	2	74407	3290	3295	17	15	10	chr1_hap1
r67_hap1_chr1_hap1:50136-55989	1	50136	5853	5850	19	15	18	chr1_hap1
r68_hap2_chr1_hap1:72621-77115	2	72621	4494	4493	12	14	15	chr1_hap1
r69_hap1_chr1_hap1:11398-14394	1	11398	2996	3000	10	10	6	chr1_hap1
r70_hap2_chr1_hap1:39437-43593	2	39437	4156	4160	16	17	13	chr1_hap1
r71_hap1_chr1_hap1:50926-56568	1	50926	5642	5643	25	17	16	chr1_hap1
r72_hap1_chr1_hap1:59335-63846	1	59335	4511	4507	24	15	19	chr1_hap1
r73_hap2_chr1_hap1:58626-63973	2	58626	5347	5351	24	18	14	chr1_hap1
r74_hap2_chr1_hap1:38961-42271	2	38961	3310	3314	16	12	8	chr1_hap1
r75_hap1_chr1_hap1:40508-42777	1	40508	2269	2275	8	9	3	chr1_hap1
r76_hap2_chr1_hap1:11401-13940	2	11401	2539	2543	15	9	5	chr1_hap1
r77_hap2_chr1_hap1:27745-32657	2	27745	4912	4901	23	8	19	chr1_hap1
r78_hap1_chr1_hap1:59459-61567	1	59459	2108	2111	9	8	5	chr1_hap1
r79_hap2_chr1_hap1:49994-52391	2	49994	2397	2406	7	12	3	chr1_hap1
r80_hap1_chr1_hap1:61118-63400	1	61118	2282	2286	10	9	5	chr1_hap1
r81_hap2_chr1_hap1:51020-56711	2	51020	5691	5686	22	16	21	chr1_hap1
r82_hap2_chr1_hap1:51121-53895	2	51121	2774	2779	13	10	5	chr1_hap1
r83_hap1_chr1_hap1:70571-73596	1	70571	3025	3033	18	10	2	chr1_hap1
r84_hap1_chr1_hap1:60880-64189	1	60880	3309	3308	19	10	11	chr1_hap1
r85_hap2_chr1_hap1:74628-77980	2	74628	3352	3352	11	8	8	chr1_hap1
r86_hap2_chr1_hap1:38463-43958	2	38463	5495	5493	21	12	14	chr1_hap1
r87_hap2_chr1_hap1:71479-76857	2	71479	5378	5387	24	22	13	chr1_hap1
r88_hap1_chr1_hap1:788-4094	1	788	3306	3308	13	15	13	chr1_hap1
r89_hap1_chr1_hap1:51104-56242	1	51104	5138	5144	16	24	18	chr1_hap1
r90_hap2_chr1_hap1:38693-43648	2	38693	4955	4957	22	18	16	chr1_hap1
r91_hap1_chr1_hap1:50011-54988	1	50011	4977	4972	13	12	17	chr1_hap1
r92_hap1_chr1_hap1:37527-43377	1	37527	5850	5847	29	15	18	chr1_hap1
r93_hap1_chr1_hap1:50753-56181	1	50753	5428	5420	25	11	19	chr1_hap1
r94_hap2_chr1_hap1:9750-13143	2	9750	3393	3398	9	15	10	chr1_hap1
r95_hap2_chr1_hap1:60345-63594	2	60345	3249	3251	15	13	11	chr1_hap1
r96_hap1_chr1_hap1:36988-42079	1	36988	5091	5091	25	13	13	chr1_hap1
r97_hap2_chr1_hap1:37613-43424	2	37613	5811	5809	21	16	18	chr1_hap1
r98_hap1_chr1_hap1:36849-41328	1	36849	4479	4479	12	13	13	chr1_hap1
r99_hap1_chr1_hap1:52715-56760	1	52715	4045	4044	24	11	12	chr1_hap1
r100_hap2_chr1_hap1:72313-78124	2	72313	5811	5799	19	15	27	chr1_hap1
r101_hap2_chr1_hap1:9789-13367	2	9789	3578	3581	16	16	13	chr1_hap1
