read_id	hap	start0	len_ref	len_obs	subs	ins	dels	contig
r0_hap1_chr1_hap1:23152-25589	1	23152	2437	2436	9	10	11	chr1_hap1
r1_hap2_chr1_hap1:67437-71628	2	67437	4191	4186	19	9	14	chr1_hap1
r2_hap1_chr1_hap1:4458-9506	1	4458	5048	5041	18	13	20	chr1_hap1
r3_hap2_chr1_hap1:70425-73169	2	70425	2744	2740	10	4	8	chr1_hap1
r4_hap2_chr1_hap1:33628-35879	2	33628	2251	2247	3	4	8	chr1_hap1
r5_hap1_chr1_hap1:40087-45912	1	40087	5825	5822	21	13	16	chr1_hap1
r6_hap1_chr1_hap1:8175-11088	1	8175	2913	2910	15	8	11	chr1_hap1
r7_hap1_chr1_hap1:40041-45587	1	40041	5546	5535	25	9	20	chr1_hap1
r8_hap2_chr1_hap1:48208-50627	2	48208	2419	2421	8	7	5	chr1_hap1
r9_hap2_chr1_hap1:45351-49612	2	45351	4261	4256	16	12	17	chr1_hap1
r10_hap2_chr1_hap1:40119-43365	2	40119	3246	3249	19	11	8	chr1_hap1
r11_hap1_chr1_hap1:24885-27468	1	24885	2583	2582	11	7	8	chr1_hap1
r12_hap2_chr1_hap1:20296-23567	2	20296	3271	3272	20	12	11	chr1_hap1
r13_hap2_chr1_hap1:6379-9573	2	6379	3194	3194	20	9	9	chr1_hap1
r14_hap1_chr1_hap1:56629-61700	1	56629	5071	5068	17	19	22	chr1_hap1
r15_hap2_chr1_hap1:21959-25948	2	21959	3989	3996	16	15	8	chr1_hap1
r16_hap2_chr1_hap1:61385-67090	2	61385	5705	5706	25	16	15	chr1_hap1
r17_hap2_chr1_hap1:19783-25355	2	19783	5572	5570	20	21	23	chr1_hap1
r18_hap2_chr1_hap1:61136-64070	2	61136	2934	2927	9	5	12	chr1_hap1
r19_hap2_chr1_hap1:55801-59632	2	55801	3831	3837	14	10	4	chr1_hap1
r20_hap2_chr1_hap1:39244-41941	2	39244	2697	2696	6	5	6	chr1_hap1
r21_hap1_chr1_hap1:10015-13762	1	10015	3747	3747	19	10	10	chr1_hap1
r22_hap2_chr1_hap1:49228-54918	2	49228	5690	5693	24	22	19	chr1_hap1
r23_hap2_chr1_hap1:73505-76378	2	73505	2873	2879	10	9	3	chr1_hap1
r24_hap1_chr1_hap1:61374-66176	1	61374	4802	4793	13	10	19	chr1_hap1
r25_hap1_chr1_hap1:54111-59617	1	54111	5506	5508	27	18	16	chr1_hap1
r26_hap2_chr1_hap1:54042-58619	2	54042	4577	4577	14	12	12	chr1_hap1
r27_hap2_chr1_hap1:40387-44032	2	40387	3645	3640	14	10	15	chr1_hap1
r28_hap2_chr1_hap1:21700-27139	2	21700	5439	5427	21	15	27	chr1_hap1
r29_hap2_chr1_hap1:57916-59918	2	57916	2002	2003	6	8	7	chr1_hap1
r30_hap2_chr1_hap1:64685-67585	2	64685	2900	2906	6	11	5	chr1_hap1
r31_hap2_chr1_hap1:43292-46947	2	43292	3655	3650	13	9	14	chr1_hap1
r32_hap2_chr1_hap1:41388-44657	2	41388	3269	3274	20	14	9	chr1_hap1
r33_hap1_chr1_hap1:34941-37539	1	34941	2598	2598	15	6	6	chr1_hap1
r34_hap1_chr1_hap1:54969-57241	1	54969	2272	2273	6	9	8	chr1_hap1
r35_hap2_chr1_hap1:56046-59353	2	56046	3307	3299	15	9	17	chr1_hap1
r36_hap1_chr1_hap1:67090-73032	1	67090	5942	5951	16	25	16	chr1_hap1
r37_hap2_chr1_hap1:14772-17449	2	14772	2677	2676	9	7	8	chr1_hap1
r38_hap2_chr1_hap1:66018-70662	2	66018	4644	4640	19	11	15	chr1_hap1
r39_hap2_chr1_hap1:12788-16593	2	12788	3805	3806	17	8	7	chr1_hap1
r40_hap1_chr1_hap1:43809-47333	1	43809	3524	3525	9	10	9	chr1_hap1
r41_hap1_chr1_hap1:66433-71010	1	66433	4577	4573	19	7	11	chr1_hap1
r42_hap1_chr1_hap1:50018-55527	1	50018	5509	5518	24	20	11	chr1_hap1
r43_hap1_chr1_hap1:66679-68788	1	66679	2109	2109	8	5	5	chr1_hap1
r44_hap2_chr1_hap1:72896-77918	2	72896	5022	5022	14	11	11	chr1_hap1
r45_hap2_chr1_hap1:58944-61362	2	58944	2418	2416	12	6	8	chr1_hap1
r46_hap2_chr1_hap1:46239-50927	2	46239	4688	4690	17	15	13	chr1_hap1
r47_hap2_chr1_hap1:1417-6214	2	1417	4797	4793	14	15	19	chr1_hap1
r48_hap1_chr1_hap1:21288-23988	1	21288	2700	2698	11	10	12	chr1_hap1
r49_hap1_chr1_hap1:59404-64711	1	59404	5307	5305	20	8	10	chr1_hap1
r50_hap1_chr1_hap1:28628-34527	1	28628	5899	5905	21	18	12	chr1_hap1
r51_hap2_chr1_hap1:65760-71714	2	65760	5954	5954	16	22	22	chr1_hap1
r52_hap2_chr1_hap1:41155-43249	2	41155	2094	2092	8	6	8	chr1_hap1
r53_hap2_chr1_hap1:45950-49474	2	45950	3524	3522	15	6	8	chr1_hap1
r54_hap2_chr1_hap1:10923-12990	2	10923	2067	2062	5	2	7	chr1_hap1
r55_hap1_chr1_hap1:53572-59126	1	53572	5554	5548	24	14	20	chr1_hap1
r56_hap1_chr1_hap1:54846-57942	1	54846	3096	3097	6	8	7	chr1_hap1
r57_hap1_chr1_hap1:45886-50350	1	45886	4464	4471	22	17	10	chr1_hap1
r58_hap2_chr1_hap1:35151-37334	2	35151	2183	2175	7	4	12	chr1_hap1
r59_hap1_chr1_hap1:73735-76671	1	73735	2936	2936	14	7	7	chr1_hap1
r60_hap2_chr1_hap1:49839-52505	2	49839	2666	2664	7	4	6	chr1_hap1
r61_hap1_chr1_hap1:54727-57216	1	54727	2489	2494	10	11	6	chr1_hap1
r62_hap1_chr1_hap1:51037-55895	1	51037	4858	4863	20	20	15	chr1_hap1
r63_hap1_chr1_hap1:74529-77001	1	74529	2472	2474	16	7	5	chr1_hap1
r64_hap2_chr1_hap1:26788-29552	2	26788	2764	2764	19	9	9	chr1_hap1
r65_hap1_chr1_hap1:63125-66225	1	63125	3100	3095	13	2	7	chr1_hap1
r66_hap1_chr1_hap1:38048-41742	1	38048	3694	3695	18	11	10	chr1_hap1
r67_hap1_chr1_hap1:26033-28903	1	26033	2870	2876	13	11	5	chr1_hap1
r68_hap2_chr1_hap1:51991-54926	2	51991	2935	2934	13	8	9	chr1_hap1
r69_hap2_chr1_hap1:16912-19095	2	16912	2183	2189	13	11	5	chr1_hap1
r70_hap1_chr1_hap1:21163-26934	1	21163	5771	5767	19	15	19	chr1_hap1
r71_hap2_chr1_hap1:62069-65868	2	62069	3799	3799	11	14	14	chr1_hap1
r72_hap2_chr1_hap1:10514-14631	2	10514	4117	4126	12	16	7	chr1_hap1
r73_hap1_chr1_hap1:66142-68494	1	66142	2352	2350	12	7	9	chr1_hap1
r74_hap1_chr1_hap1:71207-74211	1	71207	3004	3007	12	14	11	chr1_hap1
r75_hap1_chr1_hap1:31633-36063	1	31633	4430	4429	19	10	11	chr1_hap1
r76_hap2_chr1_hap1:76149-79439	2	76149	3290	3296	18	15	9	chr1_hap1
r77_hap2_chr1_hap1:8016-12399	2	8016	4383	4376	19	11	18	chr1_hap1
r78_hap2_chr1_hap1:14928-19780	2	14928	4852	4858	21	15	9	chr1_hap1
r79_hap2_chr1_hap1:47300-49450	2	47300	2150	2156	10	10	4	chr1_hap1
r80_hap1_chr1_hap1:14826-20089	1	14826	5263	5259	27	10	14	chr1_hap1
r81_hap1_chr1_hap1:39603-42193	1	39603	2590	2582	10	5	13	chr1_hap1
r82_hap1_chr1_hap1:55981-58112	1	55981	2131	2130	5	8	9	chr1_hap1
r83_hap1_chr1_hap1:48591-51364	1	48591	2773	2783	8	13	3	chr1_hap1
r84_hap2_chr1_hap1:50931-54766	2	50931	3835	3832	16	12	15	chr1_hap1
r85_hap1_chr1_hap1:15119-19324	1	15119	4205	4203	19	10	12	chr1_hap1
r86_hap1_chr1_hap1:70459-72515	1	70459	2056	2057	9	6	5	chr1_hap1
r87_hap2_chr1_hap1:21210-24220	2	21210	3010	3013	12	8	5	chr1_hap1
r88_hap1_chr1_hap1:45439-47733	1	45439	2294	2295	11	7	6	chr1_hap1
r89_hap2_chr1_hap1:64049-66482	2	64049	2433	2434	10	10	9	chr1_hap1
r90_hap2_chr1_hap1:55509-58559	2	55509	3050	3051	13	6	5	chr1_hap1
r91_hap2_chr1_hap1:37830-43829	2	37830	5999	5992	24	13	20	chr1_hap1
r92_hap2_chr1_hap1:49208-52072	2	49208	2864	2872	11	14	6	chr1_hap1
r93_hap1_chr1_hap1:73829-78117	1	73829	4288	4288	19	17	17	chr1_hap1
r94_hap2_chr1_hap1:60570-65422	2	60570	4852	4856	17	23	19	chr1_hap1
r95_hap2_chr1_hap1:62844-65046	2	62844	2202	2199	10	4	7	chr1_hap1
r96_hap2_chr1_hap1:34794-40604	2	34794	5810	5809	21	17	18	chr1_hap1
r97_hap1_chr1_hap1:23998-28891	1	23998	4893	4887	16	8	14	chr1_hap1
r98_hap2_chr1_hap1:34593-40173	2	34593	5580	5585	33	17	12	chr1_hap1
r99_hap2_chr1_hap1:14963-17484	2	14963	2521	2514	16	4	11	chr1_hap1
r100_hap2_chr1_hap1:28158-30590	2	28158	2432	2430	8	9	11	chr1_hap1
r101_hap1_chr1_hap1:7234-9877	1	7234	2643	2650	6	13	6	chr1_hap1
r102_hap1_chr1_hap1:14746-20142	1	14746	5396	5396	28	14	14	chr1_hap1
r103_hap1_chr1_hap1:8614-12734	1	8614	4120	4119	16	13	14	chr1_hap1
r104_hap2_chr1_hap1:46609-50166	2	46609	3557	3558	11	12	11	chr1_hap1
r105_hap2_chr1_hap1:3347-9305	2	3347	5958	5956	24	15	17	chr1_hap1
r106_hap2_chr1_hap1:21558-24403	2	21558	2845	2845	13	8	8	chr1_hap1
r107_hap1_chr1_hap1:34982-38413	1	34982	3431	3423	13	10	18	chr1_hap1
r108_hap1_chr1_hap1:57878-60992	1	57878	3114	3111	12	8	11	chr1_hap1
r109_hap2_chr1_hap1:25986-29984	2	25986	3998	4004	15	20	14	chr1_hap1
r110_hap2_chr1_hap1:63037-67412	2	63037	4375	4374	22	12	13	chr1_hap1
r111_hap2_chr1_hap1:49851-51864	2	49851	2013	2012	5	6	7	chr1_hap1
r112_hap2_chr1_hap1:49041-51509	2	49041	2468	2468	12	8	8	chr1_hap1
r113_hap1_chr1_hap1:35208-39089	1	35208	3881	3887	23	13	7	chr1_hap1
r114_hap2_chr1_hap1:59863-64275	2	59863	4412	4427	26	25	10	chr1_hap1
r115_hap2_chr1_hap1:31858-34349	2	31858	2491	2492	13	10	9	chr1_hap1
r116_hap2_chr1_hap1:47114-50717	2	47114	3603	3598	16	10	15	chr1_hap1
r117_hap2_chr1_hap1:13316-15747	2	13316	2431	2432	8	7	6	chr1_hap1
r118_hap1_chr1_hap1:64116-69677	1	64116	5561	5553	26	17	25	chr1_hap1
r119_hap1_chr1_hap1:9903-15149	1	9903	5246	5250	18	14	10	chr1_hap1
r120_hap1_chr1_hap1:31126-34051	1	31126	2925	2917	6	6	14	chr1_hap1
r121_hap2_chr1_hap1:16381-20930	2	16381	4549	4552	18	16	13	chr1_hap1
r122_hap1_chr1_hap1:14361-16381	1	14361	2020	2023	5	6	3	chr1_hap1
r123_hap2_chr1_hap1:20016-24988	2	20016	4972	4973	16	16	15	chr1_hap1
r124_hap2_chr1_hap1:56909-60101	2	56909	3192	3193	14	10	9	chr1_hap1
r125_hap2_chr1_hap1:11898-16583	2	11898	4685	4684	25	16	17	chr1_hap1
r126_hap2_chr1_hap1:48920-51267	2	48920	2347	2338	6	3	12	chr1_hap1
r127_hap1_chr1_hap1:66834-69199	1	66834	2365	2371	14	11	5	chr1_hap1
r128_hap2_chr1_hap1:23251-26725	2	23251	3474	3470	15	11	15	chr1_hap1
r129_hap1_chr1_hap1:35972-40339	1	35972	4367	4365	23	12	14	chr1_hap1
r130_hap1_chr1_hap1:63499-67135	1	63499	3636	3638	15	11	9	chr1_hap1
r131_hap2_chr1_hap1:28446-32994	2	28446	4548	4555	20	18	11	chr1_hap1
r132_hap1_chr1_hap1:19049-21064	1	19049	2015	2025	4	14	4	chr1_hap1
r133_hap2_chr1_hap1:65943-71361	2	65943	5418	5415	28	15	18	chr1_hap1
r134_hap2_chr1_hap1:70050-74026	2	70050	3976	3978	11	10	8	chr1_hap1
r135_hap2_chr1_hap1:27618-31765	2	27618	4147	4154	13	13	6	chr1_hap1
r136_hap2_chr1_hap1:17777-23692	2	17777	5915	5916	20	16	15	chr1_hap1
r137_hap2_chr1_hap1:68704-74483	2	68704	5779	5774	31	15	20	chr1_hap1
r138_hap2_chr1_hap1:50581-53959	2	50581	3378	3383	9	11	6	chr1_hap1
r139_hap2_chr1_hap1:55121-59564	2	55121	4443	4446	27	14	11	chr1_hap1
r140_hap2_chr1_hap1:20216-25984	2	20216	5768	5765	18	13	16	chr1_hap1
r141_hap2_chr1_hap1:31114-34559	2	31114	3445	3439	17	5	11	chr1_hap1
r142_hap1_chr1_hap1:41693-44731	1	41693	3038	3032	10	7	13	chr1_hap1
r143_hap1_chr1_hap1:15909-19401	1	15909	3492	3494	16	9	7	chr1_hap1
r144_hap2_chr1_hap1:60372-62436	2	60372	2064	2069	8	9	4	chr1_hap1
r145_hap1_chr1_hap1:45385-48267	1	45385	2882	2880	8	9	11	chr1_hap1
r146_hap2_chr1_hap1:69930-75599	2	69930	5669	5670	21	17	16	chr1_hap1
r147_hap1_chr1_hap1:14636-19200	1	14636	4564	4561	23	14	17	chr1_hap1
r148_hap2_chr1_hap1:21695-24387	2	21695	2692	2688	11	6	10	chr1_hap1
r149_hap2_chr1_hap1:21046-24300	2	21046	3254	3249	11	8	13	chr1_hap1
r150_hap2_chr1_hap1:28215-31749	2	28215	3534	3526	14	5	13	chr1_hap1
r151_hap1_chr1_hap1:30746-34171	1	30746	3425	3421	14	7	11	chr1_hap1
r152_hap2_chr1_hap1:18340-23183	2	18340	4843	4845	22	18	16	chr1_hap1
r153_hap1_chr1_hap1:58354-60945	1	58354	2591	2602	15	17	6	chr1_hap1
r154_hap1_chr1_hap1:29488-35442	1	29488	5954	5960	20	23	17	chr1_hap1
r155_hap2_chr1_hap1:59917-62889	2	59917	2972	2969	13	4	7	chr1_hap1
r156_hap1_chr1_hap1:11350-13555	1	11350	2205	2202	12	5	8	chr1_hap1
r157_hap1_chr1_hap1:2905-5034	1	2905	2129	2129	9	2	2	chr1_hap1
r158_hap2_chr1_hap1:52257-58064	2	52257	5807	5803	24	10	14	chr1_hap1
r159_hap1_chr1_hap1:67412-72740	1	67412	5328	5330	25	15	13	chr1_hap1
r160_hap2_chr1_hap1:48246-53679	2	48246	5433	5432	17	14	15	chr1_hap1
r161_hap1_chr1_hap1:55901-59186	1	55901	3285	3289	17	12	8	chr1_hap1
r162_hap2_chr1_hap1:38302-40595	2	38302	2293	2298	9	10	5	chr1_hap1
r163_hap2_chr1_hap1:43414-48645	2	43414	5231	5224	24	13	20	chr1_hap1
r164_hap2_chr1_hap1:50184-54372	2	50184	4188	4181	22	8	15	chr1_hap1
r165_hap1_chr1_hap1:73552-76669	1	73552	3117	3114	13	4	7	chr1_hap1
r166_hap2_chr1_hap1:40299-43438	2	40299	3139	3140	15	9	8	chr1_hap1
r167_hap2_chr1_hap1:20026-25612	2	20026	5586	5590	26	17	13	chr1_hap1
r168_hap1_chr1_hap1:24160-29252	1	24160	5092	5105	16	20	7	chr1_hap1
r169_hap2_chr1_hap1:25553-30719	2	25553	5166	5163	29	18	21	chr1_hap1
r170_hap1_chr1_hap1:62731-67903	1	62731	5172	5185	16	25	12	chr1_hap1
r171_hap2_chr1_hap1:28498-31663	2	28498	3165	3169	11	9	5	chr1_hap1
r172_hap1_chr1_hap1:73311-75874	1	73311	2563	2565	12	6	4	chr1_hap1
r173_hap1_chr1_hap1:74487-77449	1	74487	2962	2958	15	6	10	chr1_hap1
r174_hap2_chr1_hap1:66372-70585	2	66372	4213	4206	17	9	16	chr1_hap1
r175_hap1_chr1_hap1:19619-22432	1	19619	2813	2806	25	8	15	chr1_hap1
r176_hap2_chr1_hap1:9021-12660	2	9021	3639	3640	13	14	13	chr1_hap1
r177_hap1_chr1_hap1:47582-51709	1	47582	4127	4123	24	10	14	chr1_hap1
r178_hap1_chr1_hap1:6955-11740	1	6955	4785	4792	27	23	16	chr1_hap1
r179_hap2_chr1_hap1:47282-51951	2	47282	4669	4668	8	15	16	chr1_hap1
r180_hap1_chr1_hap1:30523-34462	1	30523	3939	3942	25	16	13	chr1_hap1
r181_hap1_chr1_hap1:47277-50931	1	47277	3654	3661	15	14	7	chr1_hap1
r182_hap2_chr1_hap1:45137-50548	2	45137	5411	5411	28	11	11	chr1_hap1
r183_hap2_chr1_hap1:17881-23289	2	17881	5408	5408	18	10	10	chr1_hap1
r184_hap2_chr1_hap1:65410-70091	2	65410	4681	4685	18	15	11	chr1_hap1
r185_hap2_chr1_hap1:406-6223	2	406	5817	5816	25	19	20	chr1_hap1
r186_hap1_chr1_hap1:61174-64630	1	61174	3456	3457	11	7	6	chr1_hap1
r187_hap2_chr1_hap1:67060-72847	2	67060	5787	5792	26	19	14	chr1_hap1
r188_hap1_chr1_hap1:50595-55745	1	50595	5150	5154	19	19	15	chr1_hap1
r189_hap1_chr1_hap1:21397-23859	1	21397	2462	2461	6	7	8	chr1_hap1
r190_hap2_chr1_hap1:4906-10032	2	4906	5126	5118	16	12	20	chr1_hap1
r191_hap1_chr1_hap1:35354-39596	1	35354	4242	4241	20	9	10	chr1_hap1
r192_hap2_chr1_hap1:6392-12347	2	6392	5955	5959	25	17	13	chr1_hap1
r193_hap1_chr1_hap1:17873-21604	1	17873	3731	3734	13	10	7	chr1_hap1
r194_hap2_chr1_hap1:46861-49669	2	46861	2808	2804	19	10	14	chr1_hap1
r195_hap1_chr1_hap1:52937-57847	1	52937	4910	4919	20	19	10	chr1_hap1
r196_hap2_chr1_hap1:6837-9397	2	6837	2560	2558	7	7	9	chr1_hap1
r197_hap1_chr1_hap1:12353-16377	1	12353	4024	4027	18	20	17	chr1_hap1
r198_hap1_chr1_hap1:54990-58484	1	54990	3494	3484	11	5	15	chr1_hap1
r199_hap1_chr1_hap1:11189-13498	1	11189	2309	2307	13	6	8	chr1_hap1
